"codigo";"disciplina";"docente";"comentario";"sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0113";"CÁLCULO DIFERENCIAL E INTEGRAL II";"JOSE TEIXEIRA CAL NETO";"Sem comentarios";"Sem sugestoes"
"TME0115";"ESTATÍSTICA";"BRUNO  FRANCISCO TEIXEIRA SIMÕES";"Sem comentarios";"Sem sugestoes"
"TME0115";"ESTATÍSTICA";"BRUNO  FRANCISCO TEIXEIRA SIMÕES";"Sem comentarios";"Sem sugestoes"
"TME0115";"ESTATÍSTICA";"BRUNO  FRANCISCO TEIXEIRA SIMÕES";"Sem comentarios";"Sem sugestoes"
"TME0115";"ESTATÍSTICA";"BRUNO  FRANCISCO TEIXEIRA SIMÕES";"Sem comentarios";"Sem sugestoes"
"TME0115";"ESTATÍSTICA";"BRUNO  FRANCISCO TEIXEIRA SIMÕES";"Sem comentarios";"Sem sugestoes"
"TME0115";"ESTATÍSTICA";"BRUNO  FRANCISCO TEIXEIRA SIMÕES";"Sem comentarios";"Sem sugestoes"
"TME0115";"ESTATÍSTICA";"BRUNO  FRANCISCO TEIXEIRA SIMÕES";"Sem comentarios";"Sem sugestoes"
"TME0115";"ESTATÍSTICA";"BRUNO  FRANCISCO TEIXEIRA SIMÕES";"Sem comentarios";"Sem sugestoes"
"TME0115";"ESTATÍSTICA";"BRUNO  FRANCISCO TEIXEIRA SIMÕES";"Sem comentarios";"Sem sugestoes"
"TME0115";"ESTATÍSTICA";"BRUNO  FRANCISCO TEIXEIRA SIMÕES";"Sem comentarios";"Sem sugestoes"
"TME0115";"ESTATÍSTICA";"BRUNO  FRANCISCO TEIXEIRA SIMÕES";"Sem comentarios";"Sem sugestoes"
"TME0115";"ESTATÍSTICA";"BRUNO  FRANCISCO TEIXEIRA SIMÕES";"Sem comentarios";"Sem sugestoes"
"TME0115";"ESTATÍSTICA";"BRUNO  FRANCISCO TEIXEIRA SIMÕES";"Sem comentarios";"Sem sugestoes"
"TME0115";"ESTATÍSTICA";"BRUNO  FRANCISCO TEIXEIRA SIMÕES";"Sem comentarios";"Sem sugestoes"
"TME0115";"ESTATÍSTICA";"BRUNO  FRANCISCO TEIXEIRA SIMÕES";"Sem comentarios";"Sem sugestoes"
"TME0115";"ESTATÍSTICA";"BRUNO  FRANCISCO TEIXEIRA SIMÕES";"Sem comentarios";"Sem sugestoes"
"TME0115";"ESTATÍSTICA";"BRUNO  FRANCISCO TEIXEIRA SIMÕES";"Sem comentarios";"Sem sugestoes"
"TME0115";"ESTATÍSTICA";"BRUNO  FRANCISCO TEIXEIRA SIMÕES";"Sem comentarios";"Sem sugestoes"
"TIN0011";"TÉCNICAS DE PROGRAMAÇÃO II";"Pedro Nuno de Souza Moura";"Sem comentarios";"Sem sugestoes"
"TIN0011";"TÉCNICAS DE PROGRAMAÇÃO II";"Pedro Nuno de Souza Moura";"Sem comentarios";"Sem sugestoes"
"TIN0011";"TÉCNICAS DE PROGRAMAÇÃO II";"Pedro Nuno de Souza Moura";"Sem comentarios";"Sem sugestoes"
"TIN0011";"TÉCNICAS DE PROGRAMAÇÃO II";"Pedro Nuno de Souza Moura";"Sem comentarios";"Sem sugestoes"
"TIN0011";"TÉCNICAS DE PROGRAMAÇÃO II";"Pedro Nuno de Souza Moura";"Sem comentarios";"Sem sugestoes"
"TIN0011";"TÉCNICAS DE PROGRAMAÇÃO II";"Pedro Nuno de Souza Moura";"Sem comentarios";"Sem sugestoes"
"TIN0011";"TÉCNICAS DE PROGRAMAÇÃO II";"Pedro Nuno de Souza Moura";"Sem comentarios";"Sem sugestoes"
"TIN0011";"TÉCNICAS DE PROGRAMAÇÃO II";"Pedro Nuno de Souza Moura";"Sem comentarios";"Sem sugestoes"
"TIN0011";"TÉCNICAS DE PROGRAMAÇÃO II";"Pedro Nuno de Souza Moura";"Sem comentarios";"Sem sugestoes"
"TIN0011";"TÉCNICAS DE PROGRAMAÇÃO II";"Pedro Nuno de Souza Moura";"Sem comentarios";"Sem sugestoes"
"TIN0011";"TÉCNICAS DE PROGRAMAÇÃO II";"Pedro Nuno de Souza Moura";"Sem comentarios";"Sem sugestoes"
"TIN0011";"TÉCNICAS DE PROGRAMAÇÃO II";"Pedro Nuno de Souza Moura";"Sem comentarios";"Sem sugestoes"
"TIN0011";"TÉCNICAS DE PROGRAMAÇÃO II";"Pedro Nuno de Souza Moura";"Sem comentarios";"Sem sugestoes"
"TIN0011";"TÉCNICAS DE PROGRAMAÇÃO II";"Pedro Nuno de Souza Moura";"Sem comentarios";"Sem sugestoes"
"TIN0011";"TÉCNICAS DE PROGRAMAÇÃO II";"Pedro Nuno de Souza Moura";"Sem comentarios";"Sem sugestoes"
"TIN0011";"TÉCNICAS DE PROGRAMAÇÃO II";"Pedro Nuno de Souza Moura";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TME0114";"PROBABILIDADE";"STEVEN DUTT-ROSS";"Sem comentarios";"Sem sugestoes"
"TIN0116";"SISTEMAS OPERACIONAIS";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0116";"SISTEMAS OPERACIONAIS";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0116";"SISTEMAS OPERACIONAIS";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0116";"SISTEMAS OPERACIONAIS";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0116";"SISTEMAS OPERACIONAIS";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0116";"SISTEMAS OPERACIONAIS";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0116";"SISTEMAS OPERACIONAIS";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0116";"SISTEMAS OPERACIONAIS";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0116";"SISTEMAS OPERACIONAIS";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0116";"SISTEMAS OPERACIONAIS";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0116";"SISTEMAS OPERACIONAIS";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0116";"SISTEMAS OPERACIONAIS";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0116";"SISTEMAS OPERACIONAIS";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0116";"SISTEMAS OPERACIONAIS";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0116";"SISTEMAS OPERACIONAIS";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0116";"SISTEMAS OPERACIONAIS";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0116";"SISTEMAS OPERACIONAIS";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0116";"SISTEMAS OPERACIONAIS";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0116";"SISTEMAS OPERACIONAIS";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0116";"SISTEMAS OPERACIONAIS";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0116";"SISTEMAS OPERACIONAIS";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0116";"SISTEMAS OPERACIONAIS";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0116";"SISTEMAS OPERACIONAIS";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0123";"REDES DE COMPUTADORES I";"SIDNEY CUNHA DE LUCENA";"Sem comentarios";"Sem sugestoes"
"TIN0125";"PROJETO E CONSTRUÇÃO DE SISTEMAS COMSGBD";"LEONARDO GUERREIRO AZEVEDO";"Sem comentarios";"Sem sugestoes"
"TIN0125";"PROJETO E CONSTRUÇÃO DE SISTEMAS COMSGBD";"LEONARDO GUERREIRO AZEVEDO";"Sem comentarios";"Sem sugestoes"
"TIN0125";"PROJETO E CONSTRUÇÃO DE SISTEMAS COMSGBD";"LEONARDO GUERREIRO AZEVEDO";"Sem comentarios";"Sem sugestoes"
"TIN0125";"PROJETO E CONSTRUÇÃO DE SISTEMAS COMSGBD";"LEONARDO GUERREIRO AZEVEDO";"Sem comentarios";"Sem sugestoes"
"TIN0125";"PROJETO E CONSTRUÇÃO DE SISTEMAS COMSGBD";"LEONARDO GUERREIRO AZEVEDO";"Sem comentarios";"Sem sugestoes"
"TIN0125";"PROJETO E CONSTRUÇÃO DE SISTEMAS COMSGBD";"LEONARDO GUERREIRO AZEVEDO";"Sem comentarios";"Sem sugestoes"
"TIN0125";"PROJETO E CONSTRUÇÃO DE SISTEMAS COMSGBD";"LEONARDO GUERREIRO AZEVEDO";"Sem comentarios";"Sem sugestoes"
"TIN0125";"PROJETO E CONSTRUÇÃO DE SISTEMAS COMSGBD";"LEONARDO GUERREIRO AZEVEDO";"Sem comentarios";"Sem sugestoes"
"TIN0125";"PROJETO E CONSTRUÇÃO DE SISTEMAS COMSGBD";"LEONARDO GUERREIRO AZEVEDO";"Sem comentarios";"Sem sugestoes"
"TIN0125";"PROJETO E CONSTRUÇÃO DE SISTEMAS COMSGBD";"LEONARDO GUERREIRO AZEVEDO";"Sem comentarios";"Sem sugestoes"
"TIN0125";"PROJETO E CONSTRUÇÃO DE SISTEMAS COMSGBD";"LEONARDO GUERREIRO AZEVEDO";"Sem comentarios";"Sem sugestoes"
"TIN0125";"PROJETO E CONSTRUÇÃO DE SISTEMAS COMSGBD";"LEONARDO GUERREIRO AZEVEDO";"Sem comentarios";"Sem sugestoes"
"TIN0162";"TÓPICOS AVANÇADOS EM BANCO DE DADOS II";"LEONARDO GUERREIRO AZEVEDO";"Sem comentarios";"Sem sugestoes"
"TIN0162";"TÓPICOS AVANÇADOS EM BANCO DE DADOS II";"LEONARDO GUERREIRO AZEVEDO";"Sem comentarios";"Sem sugestoes"
"TIN0109";"ESTRUTURAS DISCRETAS";"KATE CERQUEIRA REVOREDO";"Sem comentarios";"Sem sugestoes"
"TIN0109";"ESTRUTURAS DISCRETAS";"KATE CERQUEIRA REVOREDO";"Sem comentarios";"Sem sugestoes"
"TIN0109";"ESTRUTURAS DISCRETAS";"KATE CERQUEIRA REVOREDO";"Sem comentarios";"Sem sugestoes"
"TIN0109";"ESTRUTURAS DISCRETAS";"KATE CERQUEIRA REVOREDO";"Sem comentarios";"Sem sugestoes"
"TIN0109";"ESTRUTURAS DISCRETAS";"KATE CERQUEIRA REVOREDO";"Sem comentarios";"Sem sugestoes"
"TIN0109";"ESTRUTURAS DISCRETAS";"KATE CERQUEIRA REVOREDO";"Sem comentarios";"Sem sugestoes"
"TIN0109";"ESTRUTURAS DISCRETAS";"KATE CERQUEIRA REVOREDO";"Sem comentarios";"Sem sugestoes"
"TIN0109";"ESTRUTURAS DISCRETAS";"KATE CERQUEIRA REVOREDO";"Sem comentarios";"Sem sugestoes"
"TIN0109";"ESTRUTURAS DISCRETAS";"KATE CERQUEIRA REVOREDO";"Sem comentarios";"Sem sugestoes"
"TIN0109";"ESTRUTURAS DISCRETAS";"KATE CERQUEIRA REVOREDO";"Sem comentarios";"Sem sugestoes"
"TIN0109";"ESTRUTURAS DISCRETAS";"KATE CERQUEIRA REVOREDO";"Sem comentarios";"Sem sugestoes"
"TIN0109";"ESTRUTURAS DISCRETAS";"KATE CERQUEIRA REVOREDO";"Sem comentarios";"Sem sugestoes"
"TIN0109";"ESTRUTURAS DISCRETAS";"KATE CERQUEIRA REVOREDO";"Sem comentarios";"Sem sugestoes"
"TIN0109";"ESTRUTURAS DISCRETAS";"KATE CERQUEIRA REVOREDO";"Sem comentarios";"Sem sugestoes"
"TIN0109";"ESTRUTURAS DISCRETAS";"KATE CERQUEIRA REVOREDO";"Sem comentarios";"Sem sugestoes"
"TIN0109";"ESTRUTURAS DISCRETAS";"KATE CERQUEIRA REVOREDO";"Sem comentarios";"Sem sugestoes"
"TIN0109";"ESTRUTURAS DISCRETAS";"KATE CERQUEIRA REVOREDO";"Sem comentarios";"Sem sugestoes"
"TIN0109";"ESTRUTURAS DISCRETAS";"KATE CERQUEIRA REVOREDO";"Sem comentarios";"Sem sugestoes"
"TIN0109";"ESTRUTURAS DISCRETAS";"KATE CERQUEIRA REVOREDO";"Sem comentarios";"Sem sugestoes"
"TIN0109";"ESTRUTURAS DISCRETAS";"KATE CERQUEIRA REVOREDO";"Sem comentarios";"Sem sugestoes"
